10 ^        -4 x  5.3273073131547085,
10 ^        -3 x  1.0653985143805757,
10 ^        -3 x  1.5979408233342576,
10 ^        -3 x  2.1302954843758700,
10 ^        -3 x  2.6624006554472268,
10 ^        -3 x  3.1941948063717406,
10 ^        -3 x  3.7256166994292888,
10 ^        -3 x  4.2566053703464324,
10 ^        -3 x  4.7871001096825546,
10 ^        -3 x  5.3170404445933762,
10 ^        -3 x  5.8463661209541589,
10 ^        -3 x  6.3750170858257190,
10 ^        -3 x  6.9029334702471503,
10 ^        -3 x  7.4300555723399001,
10 ^        -3 x  7.9563238407085505,
10 ^        -3 x  8.4816788581243454,
10 ^        -3 x  9.0060613254781586,
10 ^        -3 x  9.5294120459902321,
10 ^        -2 x  1.0051671909664629,
10 ^        -2 x  1.0572781877976935,
10 ^        -2 x  1.1092682968784320,
10 ^        -2 x  1.1611316241447630,
10 ^        -2 x  1.2128622782155724,
10 ^        -2 x  1.2644543689442823,
10 ^        -2 x  1.3159020059890117,
10 ^        -2 x  1.3671992974003469,
10 ^        -2 x  1.4183403482259479,
10 ^        -2 x  1.4693192591312758,
10 ^        -2 x  1.5201301250357708,
10 ^        -2 x  1.5707670337638651,
10 ^        -2 x  1.6212240647102628,
10 ^        -2 x  1.6714952875189719,
10 ^        -2 x  1.7215747607756250,
10 ^        -2 x  1.7714565307126760,
10 ^        -2 x  1.8211346299271168,
10 ^        -2 x  1.8706030761104095,
10 ^        -2 x  1.9198558707903897,
10 ^        -2 x  1.9688869980849489,
10 ^        -2 x  2.0176904234673717,
10 ^        -2 x  2.0662600925432585,
10 ^        -2 x  2.1145899298390343,
10 ^        -2 x  2.1626738376021097,
10 ^        -2 x  2.2105056946128331,
10 ^        -2 x  2.2580793550084448,
10 ^        -2 x  2.3053886471193265,
10 ^        -2 x  2.3524273723179195,
10 ^        -2 x  2.3991893038807736,
10 ^        -2 x  2.4456681858642830,
10 ^        -2 x  2.4918577319947631,
10 ^        -2 x  2.5377516245736277,
10 ^        -2 x  2.5833435133985384,
10 ^        -2 x  2.6286270147015176,
10 ^        -2 x  2.6735957101051445,
10 ^        -2 x  2.7182431455980885,
10 ^        -2 x  2.7625628305313846,
10 ^        -2 x  2.8065482366370073,
10 ^        -2 x  2.8501927970704723,
10 ^        -2 x  2.8934899054793732,
10 ^        -2 x  2.9364329150999556,
10 ^        -2 x  2.9790151378840409,
10 ^        -2 x  3.0212298436588337,
10 ^        -2 x  3.0630702593223947,
10 ^        -2 x  3.1045295680778133,
10 ^        -2 x  3.1456009087094052,
10 ^        -2 x  3.1862773749045541,
10 ^        -2 x  3.2265520146251519,
10 ^        -2 x  3.2664178295329384,
10 ^        -2 x  3.3058677744734295,
10 ^        -2 x  3.3448947570235281,
10 ^        -2 x  3.3834916371083656,
10 ^        -2 x  3.4216512266933963,
10 ^        -2 x  3.4593662895582927,
10 ^        -2 x  3.4966295411597530,
10 ^        -2 x  3.5334336485909414,
10 ^        -2 x  3.5697712306459420,
10 ^        -2 x  3.6056348579983267,
10 ^        -2 x  3.6410170535037061,
10 ^        -2 x  3.6759102926369796,
10 ^        -2 x  3.7103070040759041,
10 ^        -2 x  3.7441995704435929,
10 ^        -2 x  3.7775803292236225,
10 ^        -2 x  3.8104415738625857,
10 ^        -2 x  3.8427755550761874,
10 ^        -2 x  3.8745744823763428,
10 ^        -2 x  3.9058305258382166,
10 ^        -2 x  3.9365358181277483,
10 ^        -2 x  3.9666824568119442,
10 ^        -2 x  3.9962625069761097,
10 ^        -2 x  4.0252680041742361,
10 ^        -2 x  4.0536909577409762,
10 ^        -2 x  4.0815233544960471,
10 ^        -2 x  4.1087571628744989,
10 ^        -2 x  4.1353843375191084,
10 ^        -2 x  4.1613968243742012,
10 ^        -2 x  4.1867865663235026,
10 ^        -2 x  4.2115455094181669,
10 ^        -2 x  4.2356656097449682,
10 ^        -2 x  4.2591388409887523,
10 ^        -2 x  4.2819572027476683,
10 ^        -2 x  4.3041127296644257,
10 ^        -2 x  4.3255975014418586,
10 ^        -2 x  4.3464036538164183,
10 ^        -2 x  4.3665233905688427,
10 ^        -2 x  4.3859489966571284,
10 ^        -2 x  4.4046728525630070,
10 ^        -2 x  4.4226874499493082,
10 ^        -2 x  4.4399854087317475,
10 ^        -2 x  4.4565594956746101,
10 ^        -2 x  4.4724026446252289,
10 ^        -2 x  4.4875079785066675,
10 ^        -2 x  4.5018688331910382,
10 ^        -2 x  4.5154787833765700,
10 ^        -2 x  4.5283316705887123,
10 ^        -2 x  4.5404216334174900,
10 ^        -2 x  4.5517431400875294,
10 ^        -2 x  4.5622910234300181,
10 ^        -2 x  4.5720605182819402,
10 ^        -2 x  4.5810473012691414,
10 ^        -2 x  4.5892475328237302,
10 ^        -2 x  4.5966579011236486,
10 ^        -2 x  4.6032756673920238,
10 ^        -2 x  4.6090987116052367,
10 ^        -2 x  4.6141255770449883,
10 ^        -2 x  4.6183555111379301,
10 ^        -2 x  4.6217884983727553,
10 ^        -2 x  4.6244252782117486,
10 ^        -2 x  4.6262673356490450,
10 ^        -2 x  4.6273168417233366,
10 ^        -2 x  4.6275764990156548,
10 ^        -2 x  4.6270491930876418,
10 ^        -2 x  4.6257372007247482,
10 ^        -2 x  4.6236404502748369,
10 ^        -2 x  4.6207528860031831,
10 ^        -2 x  4.6170335620988370,
10 ^        -2 x  4.6126298437049847,
10 ^        -2 x  4.6075734014273186,
10 ^        -2 x  4.6018424500212579,
10 ^        -2 x  4.5953720339348198,
10 ^        -2 x  4.5880724506840289,
10 ^        -2 x  4.5798495892738245,
10 ^        -2 x  4.5706223544293205,
10 ^        -2 x  4.5603342536273729,
10 ^        -2 x  4.5489584759982317,
10 ^        -2 x  4.5364975066812109,
10 ^        -2 x  4.5229791257436580,
10 ^        -2 x  4.5084506579593324,
10 ^        -2 x  4.4929729129265017,
10 ^        -2 x  4.4766147079808847,
10 ^        -2 x  4.4594483945867267,
10 ^        -2 x  4.4415464831436187,
10 ^        -2 x  4.4229792756052818,
10 ^        -2 x  4.4038133334723354,
10 ^        -2 x  4.3841105912372415,
10 ^        -2 x  4.3639279415408568,
10 ^        -2 x  4.3433171481242453,
10 ^        -2 x  4.3223249747901002,
10 ^        -2 x  4.3009934475492164,
10 ^        -2 x  4.2793601909144348,
10 ^        -2 x  4.2574587977337053,
10 ^        -2 x  4.2353192056563299,
10 ^        -2 x  4.2129680631943998,
10 ^        -2 x  4.1904290752570876,
10 ^        -2 x  4.1677233227585306,
10 ^        -2 x  4.1448695540383357,
10 ^        -2 x  4.1218844478514904,
10 ^        -2 x  4.0987828489253158,
10 ^        -2 x  4.0755779777935034,
10 ^        -2 x  4.0522816169776409,
10 ^        -2 x  4.0289042757182351,
10 ^        -2 x  4.0054553354450280,
10 ^        -2 x  3.9819431780780345,
10 ^        -2 x  3.9583752991047507,
10 ^        -2 x  3.9347584072106192,
10 ^        -2 x  3.9110985120652427,
10 ^        -2 x  3.8874010016959148,
10 ^        -2 x  3.8636707107186070,
10 ^        -2 x  3.8399119805476284,
10 ^        -2 x  3.8161287125700703,
10 ^        -2 x  3.7923244151499937,
10 ^        -2 x  3.7685022452196381,
10 ^        -2 x  3.7446650451198131,
10 ^        -2 x  3.7208153752680299,
10 ^        -2 x  3.6969555431596892,
10 ^        -2 x  3.6730876291436511,
10 ^        -2 x  3.6492135093576996,
10 ^        -2 x  3.6253348761607953,
10 ^        -2 x  3.6014532563566920,
10 ^        -2 x  3.5775700274666660,
10 ^        -2 x  3.5536864322770743,
10 ^        -2 x  3.5298035918595764,
10 ^        -2 x  3.5059225172375891,
10 ^        -2 x  3.4820441198514077,
10 ^        -2 x  3.4581692209560102,
10 ^        -2 x  3.4342985600694927,
10 ^        -2 x  3.4104328025760689,
10 ^        -2 x  3.3865725465753077,
10 ^        -2 x  3.3627183290585767,
10 ^        -2 x  3.3388706314842744,
10 ^        -2 x  3.3150298848152195,
10 ^        -2 x  3.2911964740743504,
10 ^        -2 x  3.2673707424685608,
10 ^        -2 x  3.2435529951249229,
10 ^        -2 x  3.2197435024786563,
10 ^        -2 x  3.1959425033478737,
10 ^        -2 x  3.1721502077263323,
10 ^        -2 x  3.1483667993220487,
10 ^        -2 x  3.1245924378666635,
10 ^        -2 x  3.1008272612178058,
10 ^        -2 x  3.0770713872743751,
10 ^        -2 x  3.0533249157225871,
10 ^        -2 x  3.0295879296287897,
10 ^        -2 x  3.0058604968934232,
10 ^        -2 x  2.9821426715790406,
10 ^        -2 x  2.9584344951240083,
10 ^        -2 x  2.9347359974523521,
10 ^        -2 x  2.9110471979891790,
10 ^        -2 x  2.8873681065901838,
10 ^        -2 x  2.8636987243929234,
10 ^        -2 x  2.8400390445968019,
10 ^        -2 x  2.8163890531780481,
10 ^        -2 x  2.7927487295453709,
10 ^        -2 x  2.7691180471414449,
10 ^        -2 x  2.7454969739948983,
10 ^        -2 x  2.7218854732270430,
10 ^        -2 x  2.6982835035171983,
10 ^        -2 x  2.6746910195301073,
10 ^        -2 x  2.6511079723086329,
10 ^        -2 x  2.6275343096346286,
10 ^        -2 x  2.6039699763606269,
10 ^        -2 x  2.5804149147147518,
10 ^        -2 x  2.5568690645810507,
10 ^        -2 x  2.5333323637572509,
10 ^        -2 x  2.5098047481917709,
10 ^        -2 x  2.4862861522016613,
10 ^        -2 x  2.4627765086730044,
10 ^        -2 x  2.4392757492451758,
10 ^        -2 x  2.4157838044802478,
10 ^        -2 x  2.3923006040187128,
10 ^        -2 x  2.3688260767226032,
10 ^        -2 x  2.3453601508069964,
10 ^        -2 x  2.3219027539608129,
10 ^        -2 x  2.2984538134577390,
10 ^        -2 x  2.2750132562580429,
10 ^        -2 x  2.2515810091019847,
10 ^        -2 x  2.2281569985954694,
10 ^        -2 x  2.2047411512885384,
10 ^        -2 x  2.1813333937472473,
10 ^        -2 x  2.1579336526194350,
10 ^        -2 x  2.1345418546948507,
10 ^        -2 x  2.1111579269600659,
10 ^        -2 x  2.0877817966485684,
10 ^        -2 x  2.0644133912864029,
10 ^        -2 x  2.0410526387336946,
10 ^        -2 x  2.0176994672223682,
10 ^        -2 x  1.9943538053903475,
10 ^        -2 x  1.9710155823125036,
10 ^        -2 x  1.9476847275285945,
