10 ^         0 x -1.0653929059525236,
10 ^         0 x -1.0652035968410217,
10 ^         0 x -1.0648880079446736,
10 ^         0 x -1.0644460313107629,
10 ^         0 x -1.0638775156280278,
10 ^         0 x -1.0631822660488826,
10 ^         0 x -1.0623600439600407,
10 ^         0 x -1.0614105667009297,
10 ^         0 x -1.0603335072291488,
10 ^         0 x -1.0591284937320737,
10 ^         0 x -1.0577951091835665,
10 ^         0 x -1.0563328908445920,
10 ^         0 x -1.0547413297063859,
10 ^         0 x -1.0530198698746493,
10 ^         0 x -1.0511679078930760,
10 ^         0 x -1.0491847920043328,
10 ^         0 x -1.0470698213464242,
10 ^         0 x -1.0448222450821715,
10 ^         0 x -1.0424412614593217,
10 ^         0 x -1.0399260167985786,
10 ^         0 x -1.0372756044066065,
10 ^         0 x -1.0344890634108033,
10 ^         0 x -1.0315653775123680,
10 ^         0 x -1.0285034736538951,
10 ^         0 x -1.0253022205974207,
10 ^         0 x -1.0219604274085066,
10 ^         0 x -1.0184768418415955,
10 ^         0 x -1.0148501486214804,
10 ^         0 x -1.0110789676153175,
10 ^         0 x -1.0071618518891653,
10 ^         0 x -1.0030972856425434,
10 ^        -1 x -9.9888368201398708,
10 ^        -1 x -9.9451938074999819,
10 ^        -1 x -9.9000264572918580,
10 ^        -1 x -9.8533166233271371,
10 ^        -1 x -9.8050453465145041,
10 ^        -1 x -9.7551928251942367,
10 ^        -1 x -9.7037383836232079,
10 ^        -1 x -9.6506604384883497,
10 ^        -1 x -9.5959364633163167,
10 ^        -1 x -9.5395429506358607,
10 ^        -1 x -9.4814553717371385,
10 ^        -1 x -9.4216481338587095,
10 ^        -1 x -9.3600945346182090,
10 ^        -1 x -9.2967667134864564,
10 ^        -1 x -9.2316356000869189,
10 ^        -1 x -9.1646708590828130,
10 ^        -1 x -9.0958408313924798,
10 ^        -1 x -9.0251124714497865,
10 ^        -1 x -8.9524512801999210,
10 ^        -1 x -8.8778212334917519,
10 ^        -1 x -8.8011847054956051,
10 ^        -1 x -8.7225023867394486,
10 ^        -1 x -8.6417331963166726,
10 ^        -1 x -8.5588341877743807,
10 ^        -1 x -8.4737604481418243,
10 ^        -1 x -8.3864649895036574,
10 ^        -1 x -8.2968986324613302,
10 ^        -1 x -8.2050098807573294,
10 ^        -1 x -8.1107447862601403,
10 ^        -1 x -8.0140468034216312,
10 ^        -1 x -7.9148566322217620,
10 ^        -1 x -7.8131120485066053,
10 ^        -1 x -7.7087477205029275,
10 ^        -1 x -7.6016950101540165,
10 ^        -1 x -7.4918817577647488,
10 ^        -1 x -7.3792320482663785,
10 ^        -1 x -7.2636659572100605,
10 ^        -1 x -7.1450992743690271,
10 ^        -1 x -7.0234432025683322,
10 ^        -1 x -6.8986040290630993,
10 ^        -1 x -6.7704827664453462,
10 ^        -1 x -6.6389747596686728,
10 ^        -1 x -6.5039692553311192,
10 ^        -1 x -6.3653489288394723,
10 ^        -1 x -6.2229893644815130,
10 ^        -1 x -6.0767584827421787,
10 ^        -1 x -5.9265159083986343,
10 ^        -1 x -5.7721122719977144,
10 ^        -1 x -5.6133884362329186,
10 ^        -1 x -5.4501746374678794,
10 ^        -1 x -5.2822895311634959,
10 ^        -1 x -5.1095391282135934,
10 ^        -1 x -4.9317156071262776,
10 ^        -1 x -4.7485959845404555,
10 ^        -1 x -4.5599406236596571,
10 ^        -1 x -4.3654915567198690,
10 ^        -1 x -4.1649705934623271,
10 ^        -1 x -3.9580771826035940,
10 ^        -1 x -3.7444859872926138,
10 ^        -1 x -3.5238441282770056,
10 ^        -1 x -3.2957680396637831,
10 ^        -1 x -3.0598398713648835,
10 ^        -1 x -2.8156033590685852,
10 ^        -1 x -2.5625590662342874,
10 ^        -1 x -2.3001588823412282,
10 ^        -1 x -2.0277996363501880,
10 ^        -1 x -1.7448156526409787,
10 ^        -1 x -1.4504700366889528,
10 ^        -1 x -1.1439444269366663,
10 ^        -2 x -8.2432688433702801,
10 ^        -2 x -4.9059750733073186,
10 ^        -2 x -1.4161125133550723,
10 ^        -2 x  2.2392271044633269,
10 ^        -2 x  6.0746593596985568,
10 ^        -1 x  1.0106810745337229,
10 ^        -1 x  1.4354690768704624,
10 ^        -1 x  1.8840151526480572,
10 ^        -1 x  2.3588460045893275,
10 ^        -1 x  2.8629017489826202,
10 ^        -1 x  3.3996271764901831,
10 ^        -1 x  3.9730887908630732,
10 ^        -1 x  4.5881266615087893,
10 ^        -1 x  5.2505539773773575,
10 ^        -1 x  5.9674230089732635,
10 ^        -1 x  6.7473851653432684,
10 ^        -1 x  7.6011870184022285,
10 ^        -1 x  8.5423671680350167,
10 ^        -1 x  9.5882572258606976,
10 ^         0 x  1.0761456480862552,
10 ^         0 x  1.2092068629443733,
10 ^         0 x  1.3621211434683105,
10 ^         0 x  1.5406748489121289,
10 ^         0 x  1.7533109233248482,
10 ^         0 x  2.0129125377060695,
10 ^         0 x  2.3402877798348973,
10 ^         0 x  2.7716459831492082,
10 ^         0 x  3.3767713559445431,
10 ^         0 x  4.3116391902864730,
10 ^         0 x  6.0155632077430725,
10 ^         1 x  1.0167300980026957,
10 ^         1 x  7.0894903274087172,
10 ^         1 x  6.9895119099932339,
10 ^         1 x  6.8517155994188463,
10 ^         1 x  6.7962161213385840,
10 ^         1 x  6.7705492199064148,
10 ^         1 x  6.7555663349019262,
10 ^         1 x  6.7453605173840571,
10 ^         1 x  6.7376520631865946,
10 ^         1 x  6.7314109540467944,
10 ^         1 x  6.7261189121218627,
10 ^         1 x  6.7214933793134135,
10 ^         1 x  6.7173695479312377,
10 ^         1 x  6.7136449765139297,
10 ^         1 x  6.7102518167585299,
