10 ^        -1 x  5.3269651867276120,
10 ^        -1 x  5.3260232411793931,
10 ^        -1 x  5.3244577881702941,
10 ^        -1 x  5.3222722469278434,
10 ^        -1 x  5.3194698357755197,
10 ^        -1 x  5.3160535765972933,
10 ^        -1 x  5.3120262990934713,
10 ^        -1 x  5.3073906448374785,
10 ^        -1 x  5.3021490711427354,
10 ^        -1 x  5.2963038547483624,
10 ^        -1 x  5.2898570953320303,
10 ^        -1 x  5.2828107188579054,
10 ^        -1 x  5.2751664807672876,
10 ^        -1 x  5.2669259690192184,
10 ^        -1 x  5.2580906069880404,
10 ^        -1 x  5.2486616562246174,
10 ^        -1 x  5.2386402190876742,
10 ^        -1 x  5.2280272412514896,
10 ^        -1 x  5.2168235140959700,
10 ^        -1 x  5.2050296769849452,
10 ^        -1 x  5.1926462194383665,
10 ^        -1 x  5.1796734832039391,
10 ^        -1 x  5.1661116642335983,
10 ^        -1 x  5.1519608145701316,
10 ^        -1 x  5.1372208441491615,
10 ^        -1 x  5.1218915225216375,
10 ^        -1 x  5.1059724805019347,
10 ^        -1 x  5.0894632117466260,
10 ^        -1 x  5.0723630742689876,
10 ^        -1 x  5.0546712918943008,
10 ^        -1 x  5.0363869556610454,
10 ^        -1 x  5.0175090251731292,
10 ^        -1 x  4.9980363299083655,
10 ^        -1 x  4.9779675704885040,
10 ^        -1 x  4.9573013199162365,
10 ^        -1 x  4.9360360247847331,
10 ^        -1 x  4.9141700064654311,
10 ^        -1 x  4.8917014622799845,
10 ^        -1 x  4.8686284666624991,
10 ^        -1 x  4.8449489723184237,
10 ^        -1 x  4.8206608113867397,
10 ^        -1 x  4.7957616966124027,
10 ^        -1 x  4.7702492225363286,
10 ^        -1 x  4.7441208667105958,
10 ^        -1 x  4.7173739909469537,
10 ^        -1 x  4.6900058426071852,
10 ^        -1 x  4.6620135559443768,
10 ^        -1 x  4.6333941535047018,
10 ^        -1 x  4.6041445475999252,
10 ^        -1 x  4.5742615418615017,
10 ^        -1 x  4.5437418328878529,
10 ^        -1 x  4.5125820119971998,
10 ^        -1 x  4.4807785670991760,
10 ^        -1 x  4.4483278846993791,
10 ^        -1 x  4.4152262520520258,
10 ^        -1 x  4.3814698594769773,
10 ^        -1 x  4.3470548028585920,
10 ^        -1 x  4.3119770863451608,
10 ^        -1 x  4.2762326252690871,
10 ^        -1 x  4.2398172493095029,
10 ^        -1 x  4.2027267059206702,
10 ^        -1 x  4.1649566640513218,
10 ^        -1 x  4.1265027181820469,
10 ^        -1 x  4.0873603927099554,
10 ^        -1 x  4.0475251467121545,
10 ^        -1 x  4.0069923791220777,
10 ^        -1 x  3.9657574343554212,
10 ^        -1 x  3.9238156084253934,
10 ^        -1 x  3.8811621555901857,
10 ^        -1 x  3.8377922955790550,
10 ^        -1 x  3.7937012214471821,
10 ^        -1 x  3.7488841081135794,
10 ^        -1 x  3.7033361216407774,
10 ^        -1 x  3.6570524293198646,
10 ^        -1 x  3.6100282106297187,
10 ^        -1 x  3.5622586691449848,
10 ^        -1 x  3.5137390454735718,
10 ^        -1 x  3.4644646313111880,
10 ^        -1 x  3.4144307847077755,
10 ^        -1 x  3.3636329466486718,
10 ^        -1 x  3.3120666590619861,
10 ^        -1 x  3.2597275843730843,
10 ^        -1 x  3.2066115267372856,
10 ^        -1 x  3.1527144550929608,
10 ^        -1 x  3.0980325281892482,
10 ^        -1 x  3.0425621217556449,
10 ^        -1 x  2.9862998579948617,
10 ^        -1 x  2.9292426375956301,
10 ^        -1 x  2.8713876744786907,
10 ^        -1 x  2.8127325335070613,
10 ^        -1 x  2.7532751714109379,
10 ^        -1 x  2.6930139811983022,
10 ^        -1 x  2.6319478403445384,
10 ^        -1 x  2.5700761630781294,
10 ^        -1 x  2.5073989571048238,
10 ^        -1 x  2.4439168851394843,
10 ^        -1 x  2.3796313316430557,
10 ^        -1 x  2.3145444751915469,
10 ^        -1 x  2.2486593669342934,
10 ^        -1 x  2.1819800156296144,
10 ^        -1 x  2.1145114797766089,
10 ^        -1 x  2.0462599673912820,
10 ^        -1 x  1.9772329440020512,
10 ^        -1 x  1.9074392494619951,
10 ^        -1 x  1.8368892241902163,
10 ^        -1 x  1.7655948454585412,
10 ^        -1 x  1.6935698743270819,
10 ^        -1 x  1.6208300137953981,
10 ^        -1 x  1.5473930786645006,
10 ^        -1 x  1.4732791774837461,
10 ^        -1 x  1.3985109067644511,
10 ^        -1 x  1.3231135573481938,
10 ^        -1 x  1.2471153323779236,
10 ^        -1 x  1.1705475756691212,
10 ^        -1 x  1.0934450083196804,
10 ^        -1 x  1.0158459699849867,
10 ^        -2 x  9.3779265915458599,
10 ^        -2 x  8.5933136364713643,
10 ^        -2 x  7.8051266782639147,
10 ^        -2 x  7.0139161580179127,
10 ^        -2 x  6.2202779852995501,
10 ^        -2 x  5.4248531448896634,
10 ^        -2 x  4.6283252333323938,
10 ^        -2 x  3.8314145977248300,
10 ^        -2 x  3.0348668065451486,
10 ^        -2 x  2.2394313757481851,
10 ^        -2 x  1.4458229447050142,
10 ^        -3 x  6.5464863459728011,
10 ^        -3 x -1.3373640313481185,
10 ^        -3 x -9.1954858090206572,
10 ^        -2 x -1.7044005997933824,
10 ^        -2 x -2.4921898989068535,
10 ^        -2 x -3.3251391749923853,
10 ^        -2 x -4.0559906142211024,
10 ^        -2 x -4.7274918309620281,
10 ^        -2 x -5.3935823501133304,
10 ^        -2 x -6.1026735989212740,
10 ^        -2 x -6.8884045634097215,
10 ^        -2 x -7.7651912915775721,
10 ^        -2 x -8.7287730744008723,
10 ^        -2 x -9.7605409871662728,
10 ^        -1 x -1.0833622317080776,
10 ^        -1 x -1.1918783580753219,
10 ^        -1 x -1.2988919294750608,
10 ^        -1 x -1.4021719252145156,
10 ^        -1 x -1.5000708328459842,
10 ^        -1 x -1.5915131364345123,
10 ^        -1 x -1.6759181765187698,
10 ^        -1 x -1.7530967274208152,
10 ^        -1 x -1.8231467428492198,
10 ^        -1 x -1.8863617400035021,
10 ^        -1 x -1.9431569521989976,
10 ^        -1 x -1.9940134630341351,
10 ^        -1 x -2.0394381275983655,
10 ^        -1 x -2.0799362478189115,
10 ^        -1 x -2.1159939818064327,
10 ^        -1 x -2.1480678648906888,
10 ^        -1 x -2.1765793357250415,
10 ^        -1 x -2.2019126596816579,
10 ^        -1 x -2.2244150676611410,
10 ^        -1 x -2.2443982673132958,
10 ^        -1 x -2.2621407412259271,
10 ^        -1 x -2.2778904361055765,
10 ^        -1 x -2.2918675828749879,
10 ^        -1 x -2.3042674830473445,
10 ^        -1 x -2.3152631624633075,
10 ^        -1 x -2.3250078378556044,
10 ^        -1 x -2.3336371710109116,
10 ^        -1 x -2.3412713041208908,
10 ^        -1 x -2.3480166815512421,
10 ^        -1 x -2.3539676700439736,
10 ^        -1 x -2.3592079929360512,
10 ^        -1 x -2.3638119954557444,
10 ^        -1 x -2.3678457583180721,
10 ^        -1 x -2.3713680762042570,
10 ^        -1 x -2.3744313166245917,
10 ^        -1 x -2.3770821733572796,
10 ^        -1 x -2.3793623272734427,
10 ^        -1 x -2.3813090259909108,
10 ^        -1 x -2.3829555924998579,
10 ^        -1 x -2.3843318717005691,
10 ^        -1 x -2.3854646227004633,
10 ^        -1 x -2.3863778637368080,
10 ^        -1 x -2.3870931757200874,
10 ^        -1 x -2.3876299696240001,
10 ^        -1 x -2.3880057222730663,
10 ^        -1 x -2.3882361844886415,
