10 ^         0 x -1.3516033942501123,
10 ^         0 x -1.3767873549759516,
10 ^         0 x -1.4028750099053081,
10 ^         0 x -1.4299081117921516,
10 ^         0 x -1.4579311276902942,
10 ^         0 x -1.4869914634680173,
10 ^         0 x -1.5171397114907230,
10 ^         0 x -1.5484299243600531,
10 ^         0 x -1.5809199180240683,
10 ^         0 x -1.6146716080722953,
10 ^         0 x -1.6497513836161051,
10 ^         0 x -1.6862305238465239,
10 ^         0 x -1.7241856631797609,
10 ^         0 x -1.7636993118720215,
10 ^         0 x -1.8048604401424632,
10 ^         0 x -1.8477651352273549,
10 ^         0 x -1.8925173424507534,
10 ^         0 x -1.9392297034015544,
10 ^         0 x -1.9880245067346946,
10 ^         0 x -2.0390347700685514,
10 ^         0 x -2.0924054750626578,
10 ^         0 x -2.1482949821986025,
10 ^         0 x -2.2068766572706976,
10 ^         0 x -2.2683407484057173,
10 ^         0 x -2.3328965609449568,
10 ^         0 x -2.4007749882283550,
10 ^         0 x -2.4722314698731327,
10 ^         0 x -2.5475494664151023,
10 ^         0 x -2.6270445613658736,
10 ^         0 x -2.7110693304538020,
10 ^         0 x -2.8000191552952073,
10 ^         0 x -2.8943392080993350,
10 ^         0 x -2.9945328996348080,
10 ^         0 x -3.1011721708372270,
10 ^         0 x -3.2149101281618527,
10 ^         0 x -3.3364966873312820,
10 ^         0 x -3.4667981191954828,
10 ^         0 x -3.6068217147769915,
10 ^         0 x -3.7577472499885987,
10 ^         0 x -3.9209676057195347,
10 ^         0 x -4.0981419007844271,
10 ^         0 x -4.2912660115757630,
10 ^         0 x -4.5027676987850215,
10 ^         0 x -4.7356372833611227,
10 ^         0 x -4.9936108823144466,
10 ^         0 x -5.2814334230129524,
10 ^         0 x -5.6052464464143664,
10 ^         0 x -5.9731780097111092,
10 ^         0 x -6.3962734807140634,
10 ^         0 x -6.8900297450166850,
10 ^         0 x -7.4770614539873546,
10 ^         0 x -8.1920483962662225,
10 ^         0 x -9.0917121782785597,
10 ^         1 x -1.0277251284234925,
10 ^         1 x -1.1952820965874472,
10 ^         1 x -1.4611970000641224,
10 ^         1 x -1.9695287519138230,
10 ^         1 x -2.0337770802555412,
10 ^         1 x -1.1943105511531650,
10 ^         1 x -1.2926870582388061,
10 ^         1 x -1.2976202837856551,
10 ^         1 x -1.2930042840708464,
10 ^         1 x -1.2872923199751356,
10 ^         1 x -1.2817656697800463,
10 ^         1 x -1.2766852130554657,
10 ^         1 x -1.2720972850684652,
10 ^         1 x -1.2679889527394619,
10 ^         1 x -1.2643274341567863,
10 ^         1 x -1.2610729805216667,
10 ^         1 x -1.2581842535209049,
10 ^         1 x -1.2556210082334935,
10 ^         1 x -1.2533455193401834,
10 ^         1 x -1.2513232924741481,
10 ^         1 x -1.2495233309153158,
10 ^         1 x -1.2479181240822735,
10 ^         1 x -1.2464834700545720,
10 ^         1 x -1.2451982086005122,
10 ^         1 x -1.2440439154704681,
10 ^         1 x -1.2430045901702197,
10 ^         1 x -1.2420663564133257,
10 ^         1 x -1.2412171856411675,
10 ^         1 x -1.2404466482690237,
10 ^         1 x -1.2397456937566230,
10 ^         1 x -1.2391064585169956,
10 ^         1 x -1.2385220995618640,
10 ^         1 x -1.2379866512806246,
10 ^         1 x -1.2374949026225499,
10 ^         1 x -1.2370422920395870,
10 ^         1 x -1.2366248177483723,
10 ^         1 x -1.2362389611216597,
10 ^         1 x -1.2358816212834395,
10 ^         1 x -1.2355500592371938,
10 ^         1 x -1.2352418500918363,
10 ^         1 x -1.2349548421601204,
10 ^         1 x -1.2346871218885589,
10 ^         1 x -1.2344369837371939,
10 ^         1 x -1.2342029042639244,
10 ^         1 x -1.2339835197840618,
10 ^         1 x -1.2337776070739090,
10 ^         1 x -1.2335840666699363,
10 ^         1 x -1.2334019083847928,
10 ^         1 x -1.2332302387199666,
10 ^         1 x -1.2330682499041115,
10 ^         1 x -1.2329152103274063,
10 ^         1 x -1.2327704561770593,
10 ^         1 x -1.2326333841082956,
10 ^         1 x -1.2325034448097734,
10 ^         1 x -1.2323801373431091,
10 ^         1 x -1.2322630041537014,
10 ^         1 x -1.2321516266648332,
10 ^         1 x -1.2320456213795607,
10 ^         1 x -1.2319446364255158,
10 ^         1 x -1.2318483484867713,
10 ^         1 x -1.2317564600745948,
10 ^         1 x -1.2316686970954592,
10 ^         1 x -1.2315848066802663,
10 ^         1 x -1.2315045552435195,
10 ^         1 x -1.2314277267452774,
10 ^         1 x -1.2313541211322401,
10 ^         1 x -1.2312835529373408,
10 ^         1 x -1.2312158500198263,
10 ^         1 x -1.2311508524300573,
10 ^         1 x -1.2310884113852062,
10 ^         1 x -1.2310283883437158,
10 ^         1 x -1.2309706541678432,
10 ^         1 x -1.2309150883648859,
10 ^         1 x -1.2308615783987927,
10 ^         1 x -1.2308100190648277,
10 ^         1 x -1.2307603119207973,
10 ^         1 x -1.2307123647690894,
10 ^         1 x -1.2306660911844189,
10 ^         1 x -1.2306214100827397,
10 ^         1 x -1.2305782453272852,
10 ^         1 x -1.2305365253681339,
10 ^         1 x -1.2304961829120853,
10 ^         1 x -1.2304571546199743,
10 ^         1 x -1.2304193808288495,
10 ^         1 x -1.2303828052967139,
10 ^         1 x -1.2303473749677578,
10 ^         1 x -1.2303130397562271,
10 ^         1 x -1.2302797523472568,
10 ^         1 x -1.2302474680131636,
10 ^         1 x -1.2302161444438431,
10 ^         1 x -1.2301857415900460,
10 ^         1 x -1.2301562215184270,
10 ^         1 x -1.2301275482773668,
10 ^         1 x -1.2300996877726605,
10 ^         1 x -1.2300726076522508,
10 ^         1 x -1.2300462771992613,
10 ^         1 x -1.2300206672326528,
10 ^         1 x -1.2299957500148864,
10 ^         1 x -1.2299714991660341,
10 ^         1 x -1.2299478895838265,
10 ^         1 x -1.2299248973691710,
10 ^         1 x -1.2299024997567180,
10 ^         1 x -1.2298806750500849,
10 ^         1 x -1.2298594025613843,
10 ^         1 x -1.2298386625547322,
10 ^         1 x -1.2298184361934377,
10 ^         1 x -1.2297987054906024,
10 ^         1 x -1.2297794532628795,
10 ^         1 x -1.2297606630871623,
10 ^         1 x -1.2297423192599926,
10 ^         1 x -1.2297244067594930,
10 ^         1 x -1.2297069112096462,
10 ^         1 x -1.2296898188467561,
10 ^         1 x -1.2296731164879393,
10 ^         1 x -1.2296567915015071,
10 ^         1 x -1.2296408317791087,
10 ^         1 x -1.2296252257095173,
10 ^         1 x -1.2296099621539474,
10 ^         1 x -1.2295950304228033,
10 ^         1 x -1.2295804202537622,
10 ^         1 x -1.2295661217911063,
10 ^         1 x -1.2295521255662228,
10 ^         1 x -1.2295384224791948,
10 ^         1 x -1.2295250037814163,
10 ^         1 x -1.2295118610591638,
10 ^         1 x -1.2294989862180665,
10 ^         1 x -1.2294863714684175,
10 ^         1 x -1.2294740093112753,
10 ^         1 x -1.2294618925253062,
10 ^         1 x -1.2294500141543238,
10 ^         1 x -1.2294383674954813,
10 ^         1 x -1.2294269460880798,
10 ^         1 x -1.2294157437029555,
10 ^         1 x -1.2294047543324095,
10 ^         1 x -1.2293939721806523,
10 ^         1 x -1.2293833916547290,
10 ^         1 x -1.2293730073559010,
10 ^         1 x -1.2293628140714554,
10 ^         1 x -1.2293528067669194,
10 ^         1 x -1.2293429805786564,
10 ^         1 x -1.2293333308068218,
10 ^         1 x -1.2293238529086601,
10 ^         1 x -1.2293145424921224,
10 ^         1 x -1.2293053953097887,
10 ^         1 x -1.2292964072530765,
10 ^         1 x -1.2292875743467222,
10 ^         1 x -1.2292788927435191,
10 ^         1 x -1.2292703587192994,
10 ^         1 x -1.2292619686681461,
10 ^         1 x -1.2292537190978241,
10 ^         1 x -1.2292456066254182,
10 ^         1 x -1.2292376279731673,
10 ^         1 x -1.2292297799644849,
10 ^         1 x -1.2292220595201567,
10 ^         1 x -1.2292144636547052,
10 ^         1 x -1.2292069894729144,
10 ^         1 x -1.2291996341665053,
10 ^         1 x -1.2291923950109554,
10 ^         1 x -1.2291852693624541,
10 ^         1 x -1.2291782546549897,
10 ^         1 x -1.2291713483975577,
10 ^         1 x -1.2291645481714890,
10 ^         1 x -1.2291578516278880,
10 ^         1 x -1.2291512564851786,
10 ^         1 x -1.2291447605267510,
10 ^         1 x -1.2291383615987051,
10 ^         1 x -1.2291320576076869,
10 ^         1 x -1.2291258465188111,
10 ^         1 x -1.2291197263536691,
10 ^         1 x -1.2291136951884158,
10 ^         1 x -1.2291077511519328,
10 ^         1 x -1.2291018924240644,
10 ^         1 x -1.2290961172339231,
10 ^         1 x -1.2290904238582614,
10 ^         1 x -1.2290848106199063,
10 ^         1 x -1.2290792758862551,
10 ^         1 x -1.2290738180678287,
10 ^         1 x -1.2290684356168800,
10 ^         1 x -1.2290631270260550,
10 ^         1 x -1.2290578908271054,
10 ^         1 x -1.2290527255896478,
10 ^         1 x -1.2290476299199713,
10 ^         1 x -1.2290426024598875,
10 ^         1 x -1.2290376418856239,
10 ^         1 x -1.2290327469067578,
10 ^         1 x -1.2290279162651889,
10 ^         1 x -1.2290231487341493,
10 ^         1 x -1.2290184431172491,
10 ^         1 x -1.2290137982475564,
10 ^         1 x -1.2290092129867098,
10 ^         1 x -1.2290046862240630,
10 ^         1 x -1.2290002168758590,
10 ^         1 x -1.2289958038844332,
10 ^         1 x -1.2289914462174454,
10 ^         1 x -1.2289871428671367,
10 ^         1 x -1.2289828928496139,
10 ^         1 x -1.2289786952041572,
10 ^         1 x -1.2289745489925519,
10 ^         1 x -1.2289704532984431,
10 ^         1 x -1.2289664072267123,
10 ^         1 x -1.2289624099028739,
10 ^         1 x -1.2289584604724935,
10 ^         1 x -1.2289545581006245,
10 ^         1 x -1.2289507019712632,
10 ^         1 x -1.2289468912868230,
10 ^         1 x -1.2289431252676245,
10 ^         1 x -1.2289394031514032,
10 ^         1 x -1.2289357241928328,
10 ^         1 x -1.2289320876630636,
10 ^         1 x -1.2289284928492765,
10 ^         1 x -1.2289249390542505,
10 ^         1 x -1.2289214255959444,
10 ^         1 x -1.2289179518070915,
10 ^         1 x -1.2289145170348074,
10 ^         1 x -1.2289111206402096,
10 ^         1 x -1.2289077619980494,
10 ^         1 x -1.2289044404963551,
10 ^         1 x -1.2289011555360862,
10 ^         1 x -1.2288979065307980,
10 ^         1 x -1.2288946929063169,
10 ^         1 x -1.2288915141004256,
10 ^         1 x -1.2288883695625570,
10 ^         1 x -1.2288852587534985,
10 ^         1 x -1.2288821811451047,
10 ^         1 x -1.2288791362200181,
10 ^         1 x -1.2288761234713991,
10 ^         1 x -1.2288731424026634,
10 ^         1 x -1.2288701925272272,
10 ^         1 x -1.2288672733682600,
10 ^         1 x -1.2288643844584448,
10 ^         1 x -1.2288615253397446,
10 ^         1 x -1.2288586955631765,
10 ^         1 x -1.2288558946885918,
10 ^         1 x -1.2288531222844623,
10 ^         1 x -1.2288503779276733,
10 ^         1 x -1.2288476612033220,
10 ^         1 x -1.2288449717045215,
10 ^         1 x -1.2288423090322108,
10 ^         1 x -1.2288396727949698,
10 ^         1 x -1.2288370626088394,
10 ^         1 x -1.2288344780971470,
10 ^         1 x -1.2288319188903365,
10 ^         1 x -1.2288293846258028,
10 ^         1 x -1.2288268749477316,
10 ^         1 x -1.2288243895069427,
10 ^         1 x -1.2288219279607380,
10 ^         1 x -1.2288194899727538,
10 ^         1 x -1.2288170752128167,
10 ^         1 x -1.2288146833568035,
10 ^         1 x -1.2288123140865049,
10 ^         1 x -1.2288099670894931,
10 ^         1 x -1.2288076420589921,
10 ^         1 x -1.2288053386937525,
10 ^         1 x -1.2288030566979287,
10 ^         1 x -1.2288007957809598,
10 ^         1 x -1.2287985556574534,
10 ^         1 x -1.2287963360470729,
10 ^         1 x -1.2287941366744266,
10 ^         1 x -1.2287919572689610,
10 ^         1 x -1.2287897975648561,
10 ^         1 x -1.2287876573009233,
10 ^         1 x -1.2287855362205063,
10 ^         1 x -1.2287834340713842,
10 ^         1 x -1.2287813506056772,
10 ^         1 x -1.2287792855797548,
10 ^         1 x -1.2287772387541459,
10 ^         1 x -1.2287752098934516,
10 ^         1 x -1.2287731987662597,
10 ^         1 x -1.2287712051450619,
10 ^         1 x -1.2287692288061726,
10 ^         1 x -1.2287672695296498,
10 ^         1 x -1.2287653270992178,
10 ^         1 x -1.2287634013021922,
10 ^         1 x -1.2287614919294064,
10 ^         1 x -1.2287595987751400,
10 ^         1 x -1.2287577216370486,
10 ^         1 x -1.2287558603160960,
10 ^         1 x -1.2287540146164871,
10 ^         1 x -1.2287521843456034,
10 ^         1 x -1.2287503693139390,
10 ^         1 x -1.2287485693350392,
10 ^         1 x -1.2287467842254395,
10 ^         1 x -1.2287450138046066,
10 ^         1 x -1.2287432578948811,
10 ^         1 x -1.2287415163214206,
10 ^         1 x -1.2287397889121449,
10 ^         1 x -1.2287380754976824,
10 ^         1 x -1.2287363759113172,
10 ^         1 x -1.2287346899889380,
10 ^         1 x -1.2287330175689881,
10 ^         1 x -1.2287313584924159,
10 ^         1 x -1.2287297126026275,
10 ^         1 x -1.2287280797454399,
10 ^         1 x -1.2287264597690346,
10 ^         1 x -1.2287248525239137,
10 ^         1 x -1.2287232578628559,
10 ^         1 x -1.2287216756408733,
10 ^         1 x -1.2287201057151703,
10 ^         1 x -1.2287185479451025,
10 ^         1 x -1.2287170021921364,
10 ^         1 x -1.2287154683198109,
10 ^         1 x -1.2287139461936985,
10 ^         1 x -1.2287124356813684,
10 ^         1 x -1.2287109366523497,
10 ^         1 x -1.2287094489780956,
10 ^         1 x -1.2287079725319484,
10 ^         1 x -1.2287065071891054,
10 ^         1 x -1.2287050528265853,
10 ^         1 x -1.2287036093231954,
10 ^         1 x -1.2287021765594994,
10 ^         1 x -1.2287007544177862,
10 ^         1 x -1.2286993427820391,
10 ^         1 x -1.2286979415379055,
10 ^         1 x -1.2286965505726679,
10 ^         1 x -1.2286951697752146,
10 ^         1 x -1.2286937990360115,
10 ^         1 x -1.2286924382470748,
10 ^         1 x -1.2286910873019436,
10 ^         1 x -1.2286897460956537,
10 ^         1 x -1.2286884145247112,
10 ^         1 x -1.2286870924870675,
10 ^         1 x -1.2286857798820940,
10 ^         1 x -1.2286844766105582,
10 ^         1 x -1.2286831825745992,
10 ^         1 x -1.2286818976777048,
10 ^         1 x -1.2286806218246884,
10 ^         1 x -1.2286793549216662,
10 ^         1 x -1.2286780968760358,
10 ^         1 x -1.2286768475964540,
10 ^         1 x -1.2286756069928162,
10 ^         1 x -1.2286743749762350,
10 ^         1 x -1.2286731514590206,
10 ^         1 x -1.2286719363546606,
10 ^         1 x -1.2286707295778001,
10 ^         1 x -1.2286695310442231,
10 ^         1 x -1.2286683406708337,
10 ^         1 x -1.2286671583756373,
10 ^         1 x -1.2286659840777229,
10 ^         1 x -1.2286648176972452,
10 ^         1 x -1.2286636591554076,
10 ^         1 x -1.2286625083744449,
10 ^         1 x -1.2286613652776066,
10 ^         1 x -1.2286602297891407,
10 ^         1 x -1.2286591018342776,
10 ^         1 x -1.2286579813392143,
10 ^         1 x -1.2286568682310990,
10 ^         1 x -1.2286557624380161,
10 ^         1 x -1.2286546638889710,
10 ^         1 x -1.2286535725138758,
10 ^         1 x -1.2286524882435349,
10 ^         1 x -1.2286514110096311,
10 ^         1 x -1.2286503407447114,
10 ^         1 x -1.2286492773821742,
10 ^         1 x -1.2286482208562551,
10 ^         1 x -1.2286471711020148,
10 ^         1 x -1.2286461280553258,
10 ^         1 x -1.2286450916528597,
10 ^         1 x -1.2286440618320756,
10 ^         1 x -1.2286430385312071,
10 ^         1 x -1.2286420216892512,
10 ^         1 x -1.2286410112459561,
10 ^         1 x -1.2286400071418102,
10 ^         1 x -1.2286390093180304,
10 ^         1 x -1.2286380177165515,
10 ^         1 x -1.2286370322800152,
10 ^         1 x -1.2286360529517592,
10 ^         1 x -1.2286350796758073,
10 ^         1 x -1.2286341123968587,
10 ^         1 x -1.2286331510602778,
10 ^         1 x -1.2286321956120850,
10 ^         1 x -1.2286312459989462,
10 ^         1 x -1.2286303021681637,
10 ^         1 x -1.2286293640676665,
10 ^         1 x -1.2286284316460015,
10 ^         1 x -1.2286275048523240,
10 ^         1 x -1.2286265836363891,
10 ^         1 x -1.2286256679485428,
10 ^         1 x -1.2286247577397134,
10 ^         1 x -1.2286238529614031,
10 ^         1 x -1.2286229535656798,
10 ^         1 x -1.2286220595051687,
10 ^         1 x -1.2286211707330445,
10 ^         1 x -1.2286202872030234,
10 ^         1 x -1.2286194088693554,
10 ^         1 x -1.2286185356868166,
10 ^         1 x -1.2286176676107019,
10 ^         1 x -1.2286168045968174,
10 ^         1 x -1.2286159466014733,
10 ^         1 x -1.2286150935814769,
10 ^         1 x -1.2286142454941253,
10 ^         1 x -1.2286134022971988,
10 ^         1 x -1.2286125639489541,
10 ^         1 x -1.2286117304081173,
10 ^         1 x -1.2286109016338780,
10 ^         1 x -1.2286100775858823,
10 ^         1 x -1.2286092582242266,
10 ^         1 x -1.2286084435094518,
10 ^         1 x -1.2286076334025365,
10 ^         1 x -1.2286068278648916,
10 ^         1 x -1.2286060268583538,
10 ^         1 x -1.2286052303451804,
10 ^         1 x -1.2286044382880431,
10 ^         1 x -1.2286036506500224,
10 ^         1 x -1.2286028673946025,
10 ^         1 x -1.2286020884856652,
10 ^         1 x -1.2286013138874849,
10 ^         1 x -1.2286005435647235,
10 ^         1 x -1.2285997774824246,
10 ^         1 x -1.2285990156060092,
10 ^         1 x -1.2285982579012698,
10 ^         1 x -1.2285975043343661,
10 ^         1 x -1.2285967548718198,
10 ^         1 x -1.2285960094805101,
10 ^         1 x -1.2285952681276684,
10 ^         1 x -1.2285945307808744,
10 ^         1 x -1.2285937974080509,
10 ^         1 x -1.2285930679774598,
10 ^         1 x -1.2285923424576972,
10 ^         1 x -1.2285916208176892,
10 ^         1 x -1.2285909030266879,
10 ^         1 x -1.2285901890542669,
10 ^         1 x -1.2285894788703169,
10 ^         1 x -1.2285887724450422,
10 ^         1 x -1.2285880697489561,
10 ^         1 x -1.2285873707528772,
10 ^         1 x -1.2285866754279255,
10 ^         1 x -1.2285859837455185,
10 ^         1 x -1.2285852956773672,
10 ^         1 x -1.2285846111954729,
10 ^         1 x -1.2285839302721228,
10 ^         1 x -1.2285832528798869,
10 ^         1 x -1.2285825789916144,
10 ^         1 x -1.2285819085804299,
10 ^         1 x -1.2285812416197300,
10 ^         1 x -1.2285805780831803,
10 ^         1 x -1.2285799179447114,
10 ^         1 x -1.2285792611785160,
10 ^         1 x -1.2285786077590457,
10 ^         1 x -1.2285779576610074,
10 ^         1 x -1.2285773108593604,
10 ^         1 x -1.2285766673293134,
10 ^         1 x -1.2285760270463211,
10 ^         1 x -1.2285753899860815,
10 ^         1 x -1.2285747561245326,
10 ^         1 x -1.2285741254378496,
10 ^         1 x -1.2285734979024422,
10 ^         1 x -1.2285728734949513,
10 ^         1 x -1.2285722521922467,
10 ^         1 x -1.2285716339714240,
10 ^         1 x -1.2285710188098018,
10 ^         1 x -1.2285704066849193,
10 ^         1 x -1.2285697975745334,
10 ^         1 x -1.2285691914566162,
10 ^         1 x -1.2285685883093524,
10 ^         1 x -1.2285679881111367,
10 ^         1 x -1.2285673908405714,
10 ^         1 x -1.2285667964764639,
10 ^         1 x -1.2285662049978241,
10 ^         1 x -1.2285656163838622,
10 ^         1 x -1.2285650306139864,
10 ^         1 x -1.2285644476678002,
10 ^         1 x -1.2285638675251005,
10 ^         1 x -1.2285632901658751,
10 ^         1 x -1.2285627155703004,
10 ^         1 x -1.2285621437187395,
10 ^         1 x -1.2285615745917398,
10 ^         1 x -1.2285610081700308,
10 ^         1 x -1.2285604444345221,
10 ^         1 x -1.2285598833663015,
10 ^         1 x -1.2285593249466324,
10 ^         1 x -1.2285587691569523,
10 ^         1 x -1.2285582159788706,
10 ^         1 x -1.2285576653941667,
10 ^         1 x -1.2285571173847876,
10 ^         1 x -1.2285565719328469,
10 ^         1 x -1.2285560290206220,
10 ^         1 x -1.2285554886305528,
10 ^         1 x -1.2285549507452394,
10 ^         1 x -1.2285544153474408,
10 ^         1 x -1.2285538824200728,
10 ^         1 x -1.2285533519462061,
10 ^         1 x -1.2285528239090649,
10 ^         1 x -1.2285522982920250,
10 ^         1 x -1.2285517750786120,
10 ^         1 x -1.2285512542524998,
10 ^         1 x -1.2285507357975090,
10 ^         1 x -1.2285502196976048,
10 ^         1 x -1.2285497059368960,
10 ^         1 x -1.2285491944996332,
10 ^         1 x -1.2285486853702069,
10 ^         1 x -1.2285481785331466,
10 ^         1 x -1.2285476739731185,
10 ^         1 x -1.2285471716749248,
10 ^         1 x -1.2285466716235013,
10 ^         1 x -1.2285461738039170,
10 ^         1 x -1.2285456782013717,
10 ^         1 x -1.2285451848011952,
10 ^         1 x -1.2285446935888454,
10 ^         1 x -1.2285442045499073,
10 ^         1 x -1.2285437176700915,
10 ^         1 x -1.2285432329352328,
10 ^         1 x -1.2285427503312889,
10 ^         1 x -1.2285422698443390,
10 ^         1 x -1.2285417914605826,
10 ^         1 x -1.2285413151663381,
10 ^         1 x -1.2285408409480418,
10 ^         1 x -1.2285403687922461,
10 ^         1 x -1.2285398986856189,
10 ^         1 x -1.2285394306149419,
10 ^         1 x -1.2285389645671097,
10 ^         1 x -1.2285385005291284,
10 ^         1 x -1.2285380384881143,
10 ^         1 x -1.2285375784312933,
10 ^         1 x -1.2285371203459992,
10 ^         1 x -1.2285366642196725,
10 ^         1 x -1.2285362100398600,
10 ^         1 x -1.2285357577942129,
10 ^         1 x -1.2285353074704860,
10 ^         1 x -1.2285348590565369,
10 ^         1 x -1.2285344125403244,
10 ^         1 x -1.2285339679099079,
10 ^         1 x -1.2285335251534461,
10 ^         1 x -1.2285330842591960,
10 ^         1 x -1.2285326452155123,
10 ^         1 x -1.2285322080108455,
10 ^         1 x -1.2285317726337419,
10 ^         1 x -1.2285313390728419,
10 ^         1 x -1.2285309073168796,
10 ^         1 x -1.2285304773546812,
10 ^         1 x -1.2285300491751647,
10 ^         1 x -1.2285296227673386,
10 ^         1 x -1.2285291981203010,
10 ^         1 x -1.2285287752232388,
10 ^         1 x -1.2285283540654269,
10 ^         1 x -1.2285279346362269,
10 ^         1 x -1.2285275169250867,
10 ^         1 x -1.2285271009215395,
10 ^         1 x -1.2285266866152027,
10 ^         1 x -1.2285262739957772,
10 ^         1 x -1.2285258630530469,
10 ^         1 x -1.2285254537768773,
10 ^         1 x -1.2285250461572150,
10 ^         1 x -1.2285246401840869,
10 ^         1 x -1.2285242358475995,
10 ^         1 x -1.2285238331379377,
10 ^         1 x -1.2285234320453645,
10 ^         1 x -1.2285230325602200,
10 ^         1 x -1.2285226346729206,
10 ^         1 x -1.2285222383739585,
10 ^         1 x -1.2285218436539004,
10 ^         1 x -1.2285214505033876,
10 ^         1 x -1.2285210589131346,
10 ^         1 x -1.2285206688739286,
10 ^         1 x -1.2285202803766289,
10 ^         1 x -1.2285198934121659,
10 ^         1 x -1.2285195079715410,
10 ^         1 x -1.2285191240458251,
10 ^         1 x -1.2285187416261586,
10 ^         1 x -1.2285183607037505,
10 ^         1 x -1.2285179812698776,
10 ^         1 x -1.2285176033158840,
10 ^         1 x -1.2285172268331807,
10 ^         1 x -1.2285168518132442,
10 ^         1 x -1.2285164782476168,
10 ^         1 x -1.2285161061279054,
10 ^         1 x -1.2285157354457810,
10 ^         1 x -1.2285153661929781,
10 ^         1 x -1.2285149983612942,
10 ^         1 x -1.2285146319425890,
10 ^         1 x -1.2285142669287841,
10 ^         1 x -1.2285139033118621,
10 ^         1 x -1.2285135410838664,
10 ^         1 x -1.2285131802369000,
10 ^         1 x -1.2285128207631259,
10 ^         1 x -1.2285124626547655,
10 ^         1 x -1.2285121059040988,
10 ^         1 x -1.2285117505034635,
10 ^         1 x -1.2285113964452546,
10 ^         1 x -1.2285110437219240,
10 ^         1 x -1.2285106923259794,
10 ^         1 x -1.2285103422499845,
10 ^         1 x -1.2285099934865582,
10 ^         1 x -1.2285096460283739,
10 ^         1 x -1.2285092998681591,
10 ^         1 x -1.2285089549986951,
10 ^         1 x -1.2285086114128165,
10 ^         1 x -1.2285082691034103,
10 ^         1 x -1.2285079280634158,
10 ^         1 x -1.2285075882858241,
10 ^         1 x -1.2285072497636775,
10 ^         1 x -1.2285069124900691,
10 ^         1 x -1.2285065764581423,
10 ^         1 x -1.2285062416610905,
10 ^         1 x -1.2285059080921563,
10 ^         1 x -1.2285055757446314,
10 ^         1 x -1.2285052446118561,
10 ^         1 x -1.2285049146872187,
10 ^         1 x -1.2285045859641552,
10 ^         1 x -1.2285042584361488,
10 ^         1 x -1.2285039320967296,
10 ^         1 x -1.2285036069394741,
10 ^         1 x -1.2285032829580047,
10 ^         1 x -1.2285029601459893,
10 ^         1 x -1.2285026384971413,
10 ^         1 x -1.2285023180052186,
10 ^         1 x -1.2285019986640235,
