10 ^        -4 x -6.9421485647135998,
10 ^        -3 x -1.0654614815466496,
10 ^        -4 x -6.9421485647135998,
10 ^        -3 x -1.3885941430926440,
10 ^        -3 x -2.1307967723575428,
10 ^        -3 x -1.3885941430926440,
10 ^        -3 x -2.0833023899100784,
10 ^        -3 x -3.1958796376767051,
10 ^        -3 x -2.0833023899100784,
10 ^        -3 x -2.7785043402420495,
10 ^        -3 x -4.2605837564389198,
10 ^        -3 x -2.7785043402420495,
10 ^        -3 x -3.4743650577090051,
10 ^        -3 x -5.3247826779894403,
10 ^        -3 x -3.4743650577090051,
10 ^        -3 x -4.1710500337430737,
10 ^        -3 x -6.3883497786515986,
10 ^        -3 x -4.1710500337430737,
10 ^        -3 x -4.8687252957393591,
10 ^        -3 x -7.4511582180909903,
10 ^        -3 x -4.8687252957393591,
10 ^        -3 x -5.5675575160126432,
10 ^        -3 x -8.5130808954243698,
10 ^        -3 x -5.5675575160126432,
10 ^        -3 x -6.2677141217254685,
10 ^        -3 x -9.5739904050207182,
10 ^        -3 x -6.2677141217254685,
10 ^        -3 x -6.9693634059562731,
10 ^        -2 x -1.0633758991941118,
10 ^        -3 x -6.9693634059562731,
10 ^        -3 x -7.6726746400794414,
10 ^        -2 x -1.1692258506963110,
10 ^        -3 x -7.6726746400794414,
10 ^        -3 x -8.3778181876328142,
10 ^        -2 x -1.2749360361134079,
10 ^        -3 x -8.3778181876328142,
10 ^        -3 x -9.0849656198523969,
10 ^        -2 x -1.3804935479796942,
10 ^        -3 x -9.0849656198523969,
10 ^        -3 x -9.7942898330587336,
10 ^        -2 x -1.4858854256029992,
10 ^        -3 x -9.7942898330587336,
10 ^        -2 x -1.0505965168084694,
10 ^        -2 x -1.5910986503441114,
10 ^        -2 x -1.0505965168084694,
10 ^        -2 x -1.1220167531940285,
10 ^        -2 x -1.6961201408254818,
10 ^        -2 x -1.1220167531940285,
10 ^        -2 x -1.1937074521916551,
10 ^        -2 x -1.8009367480628584,
10 ^        -2 x -1.1937074521916551,
10 ^        -2 x -1.2656865552337761,
10 ^        -2 x -1.9055352505132811,
10 ^        -2 x -1.2656865552337761,
10 ^        -2 x -1.3379721984178803,
10 ^        -2 x -2.0099023490326307,
10 ^        -2 x -1.3379721984178803,
10 ^        -2 x -1.4105827257773259,
10 ^        -2 x -2.1140246617356675,
10 ^        -2 x -1.4105827257773259,
10 ^        -2 x -1.4835367028846785,
10 ^        -2 x -2.2178887187512106,
10 ^        -2 x -1.4835367028846785,
10 ^        -2 x -1.5568529308120527,
10 ^        -2 x -2.3214809568648020,
10 ^        -2 x -1.5568529308120527,
10 ^        -2 x -1.6305504604740117,
10 ^        -2 x -2.4247877140408687,
10 ^        -2 x -1.6305504604740117,
10 ^        -2 x -1.7046486073797606,
10 ^        -2 x -2.5277952238160308,
10 ^        -2 x -1.7046486073797606,
10 ^        -2 x -1.7791669668226405,
10 ^        -2 x -2.6304896095548148,
10 ^        -2 x -1.7791669668226405,
10 ^        -2 x -1.8541254295363076,
10 ^        -2 x -2.7328568785586061,
10 ^        -2 x -1.8541254295363076,
10 ^        -2 x -1.9295441978484684,
10 ^        -2 x -2.8348829160182180,
10 ^        -2 x -1.9295441978484684,
10 ^        -2 x -2.0054438023646438,
10 ^        -2 x -2.9365534787999565,
10 ^        -2 x -2.0054438023646438,
10 ^        -2 x -2.0818451192161698,
10 ^        -2 x -3.0378541890545277,
10 ^        -2 x -2.0818451192161698,
10 ^        -2 x -2.1587693879085039,
10 ^        -2 x -3.1387705276375536,
10 ^        -2 x -2.1587693879085039,
10 ^        -2 x -2.2362382298079246,
10 ^        -2 x -3.2392878273298398,
10 ^        -2 x -2.2362382298079246,
10 ^        -2 x -2.3142736673068794,
10 ^        -2 x -3.3393912658448595,
10 ^        -2 x -2.3142736673068794,
10 ^        -2 x -2.3928981437105791,
10 ^        -2 x -3.4390658586101926,
10 ^        -2 x -2.3928981437105791,
10 ^        -2 x -2.4721345438899632,
10 ^        -2 x -3.5382964513088666,
10 ^        -2 x -2.4721345438899632,
10 ^        -2 x -2.5520062157488840,
10 ^        -2 x -3.6370677121656947,
10 ^        -2 x -2.5520062157488840,
10 ^        -2 x -2.6325369925562990,
10 ^        -2 x -3.7353641239627835,
10 ^        -2 x -2.6325369925562990,
10 ^        -2 x -2.7137512161974364,
10 ^        -2 x -3.8331699757673840,
10 ^        -2 x -2.7137512161974364,
10 ^        -2 x -2.7956737614013248,
10 ^        -2 x -3.9304693543541809,
10 ^        -2 x -2.7956737614013248,
10 ^        -2 x -2.8783300610057834,
10 ^        -2 x -4.0272461353029416,
10 ^        -2 x -2.8783300610057834,
10 ^        -2 x -2.9617461323249738,
10 ^        -2 x -4.1234839737511802,
10 ^        -2 x -2.9617461323249738,
10 ^        -2 x -3.0459486046889435,
10 ^        -2 x -4.2191662947801146,
10 ^        -2 x -3.0459486046889435,
10 ^        -2 x -3.1309647482292783,
10 ^        -2 x -4.3142762834107030,
10 ^        -2 x -3.1309647482292783,
10 ^        -2 x -3.2168225039900553,
10 ^        -2 x -4.4087968741849220,
10 ^        -2 x -3.2168225039900553,
10 ^        -2 x -3.3035505154487869,
10 ^        -2 x -4.5027107403056900,
10 ^        -2 x -3.3035505154487869,
10 ^        -2 x -3.3911781615380094,
10 ^        -2 x -4.5960002823069186,
10 ^        -2 x -3.3911781615380094,
10 ^        -2 x -3.4797355912646375,
10 ^        -2 x -4.6886476162230918,
10 ^        -2 x -3.4797355912646375,
10 ^        -2 x -3.5692537600312346,
10 ^        -2 x -4.7806345612254964,
10 ^        -2 x -3.5692537600312346,
10 ^        -2 x -3.6597644677709831,
10 ^        -2 x -4.8719426266897490,
10 ^        -2 x -3.6597644677709831,
10 ^        -2 x -3.7513003990164447,
10 ^        -2 x -4.9625529986565591,
10 ^        -2 x -3.7513003990164447,
10 ^        -2 x -3.8438951650312440,
10 ^        -2 x -5.0524465256447104,
10 ^        -2 x -3.8438951650312440,
10 ^        -2 x -3.9375833481436593,
10 ^        -2 x -5.1416037037720080,
10 ^        -2 x -3.9375833481436593,
10 ^        -2 x -4.0324005484318523,
10 ^        -2 x -5.2300046611364014,
10 ^        -2 x -4.0324005484318523,
10 ^        -2 x -4.1283834329221993,
10 ^        -2 x -5.3176291414056091,
10 ^        -2 x -4.1283834329221993,
10 ^        -2 x -4.2255697874750033,
10 ^        -2 x -5.4044564865593184,
10 ^        -2 x -4.2255697874750033,
10 ^        -2 x -4.3239985715458941,
10 ^        -2 x -5.4904656187233535,
10 ^        -2 x -4.3239985715458941,
10 ^        -2 x -4.4237099760265746,
10 ^        -2 x -5.5756350210300675,
10 ^        -2 x -4.4237099760265746,
10 ^        -2 x -4.5247454843854108,
10 ^        -2 x -5.6599427174335478,
10 ^        -2 x -4.5247454843854108,
10 ^        -2 x -4.6271479373468322,
10 ^        -2 x -5.7433662514019897,
10 ^        -2 x -4.6271479373468322,
10 ^        -2 x -4.7309616013688133,
10 ^        -2 x -5.8258826634027002,
10 ^        -2 x -4.7309616013688133,
10 ^        -2 x -4.8362322412000349,
10 ^        -2 x -5.9074684670875850,
10 ^        -2 x -4.8362322412000349,
10 ^        -2 x -4.9430071968229180,
10 ^        -2 x -5.9880996240785480,
10 ^        -2 x -4.9430071968229180,
10 ^        -2 x -5.0513354651158479,
10 ^        -2 x -6.0677515172428965,
10 ^        -2 x -5.0513354651158479,
10 ^        -2 x -5.1612677865978548,
10 ^        -2 x -6.1463989223384900,
10 ^        -2 x -5.1612677865978548,
10 ^        -2 x -5.2728567376521348,
10 ^        -2 x -6.2240159778968552,
10 ^        -2 x -5.2728567376521348,
10 ^        -2 x -5.3861568286614630,
10 ^        -2 x -6.3005761531996814,
10 ^        -2 x -5.3861568286614630,
10 ^        -2 x -5.5012246085292104,
10 ^        -2 x -6.3760522141898289,
10 ^        -2 x -5.5012246085292104,
10 ^        -2 x -5.6181187761048269,
